,Unnamed: 0.1,Unnamed: 0,manuscript_title,team,doi_pre,doi_pub,original_research,OpenAlex_ID,ListofAlexIds,ListofNames,ListofOrcids,Role,Team,FirstLastName,ReferencedWorks,NumReferencedWorks,NumInternalReferences,CitedByCount,CitedByInternal,CleanedTeam,TeamsThatCited,ReferencedTeams,IntReferences,ReferencedIndividuals,CleanedTeams,CleanedPeople,DateCreated
10,49,49.0,CURTAIN – A Unique Web-based tool for exploration and sharing of MS-based proteomics data | bioRxiv,Alessi,10.1101/2023.07.25.550405,10.1073/pnas.2312676121,1.0,W4391594220,A5084528692,Miratul M. K. Muqit,0000-0001-9733-2404,Co-PI,Team Alessi,Miratul Muqit,"['W1996310767', 'W2023096047', 'W2043274355', 'W2080752012', 'W2081465448', 'W2096173332', 'W2101065953', 'W2114165700', 'W2247651258', 'W2341844252', 'W2463195069', 'W2537132940', 'W2607310450', 'W2610582292', 'W2766172487', 'W2768016303', 'W2793851663', 'W2796138116', 'W2906452116', 'W2981313924', 'W2982613077', 'W2982659388', 'W2991106430', 'W3005045932', 'W3011739213', 'W3015964336', 'W3080470283', 'W3108232640', 'W3157320492', 'W3159719254', 'W3173329448', 'W3177828909', 'W3198921249', 'W3207463170', 'W3207898317', 'W3213349298', 'W4214546240', 'W4285388424', 'W4306173528', 'W4309506674', 'W4312141094', 'W4315642941', 'W4362664353', 'W4379522503', 'W4379744833', 'W4380738003', 'W4384028715', 'W4385319592', 'W4387970169', 'W4389697128', 'W4391594220']",51,4,9.0,3.0,['Team Alessi'],"['Team Alessi', 'Team Harper', 'Team Reck-Peterson']",['Team Alessi'],"['W3213349298', 'W4387970169', 'W4389697128', 'W4391594220']","['Miratul Muqit', 'Suzanne Pfeffer', 'Dario Alessi']",['Team Alessi'],"['Miratul Muqit', 'Dario Alessi']",2024-02-08
11,50,50.0,CURTAIN – A Unique Web-based tool for exploration and sharing of MS-based proteomics data | bioRxiv,Alessi,10.1101/2023.07.25.550405,10.1073/pnas.2312676121,1.0,W4391594220,A5054181982,Dario R. Alessi,0000-0002-2140-9185,Lead-PI,Team Alessi,Dario Alessi,"['W1996310767', 'W2023096047', 'W2043274355', 'W2080752012', 'W2081465448', 'W2096173332', 'W2101065953', 'W2114165700', 'W2247651258', 'W2341844252', 'W2463195069', 'W2537132940', 'W2607310450', 'W2610582292', 'W2766172487', 'W2768016303', 'W2793851663', 'W2796138116', 'W2906452116', 'W2981313924', 'W2982613077', 'W2982659388', 'W2991106430', 'W3005045932', 'W3011739213', 'W3015964336', 'W3080470283', 'W3108232640', 'W3157320492', 'W3159719254', 'W3173329448', 'W3177828909', 'W3198921249', 'W3207463170', 'W3207898317', 'W3213349298', 'W4214546240', 'W4285388424', 'W4306173528', 'W4309506674', 'W4312141094', 'W4315642941', 'W4362664353', 'W4379522503', 'W4379744833', 'W4380738003', 'W4384028715', 'W4385319592', 'W4387970169', 'W4389697128', 'W4391594220']",51,4,9.0,3.0,['Team Alessi'],"['Team Alessi', 'Team Harper', 'Team Reck-Peterson']",['Team Alessi'],"['W3213349298', 'W4387970169', 'W4389697128', 'W4391594220']","['Miratul Muqit', 'Suzanne Pfeffer', 'Dario Alessi']",['Team Alessi'],"['Miratul Muqit', 'Dario Alessi']",2024-02-08
12,57,57.0,Localization of PPM1H phosphatase tunes Parkinson’s disease-linked LRRK2 kinase-mediated Rab GTPase phosphorylation and ciliogenesis,Alessi,10.1101/2023.06.15.545139,10.1073/pnas.2315171120,1.0,W4387970169,A5033452410,Suzanne R. Pfeffer,0000-0002-6462-984X,Co-PI,Team Alessi,Suzanne Pfeffer,"['W1989479561', 'W2014069822', 'W2081451191', 'W2099540110', 'W2119993590', 'W2253950023', 'W2480556520', 'W2595666046', 'W2768016303', 'W2795590254', 'W2811106513', 'W2899593101', 'W2980851597', 'W2982613077', 'W3037320846', 'W3040983129', 'W3083406432', 'W3084330588', 'W3134340593', 'W3136294075', 'W3139229722', 'W3196897371', 'W3204672542', 'W3205174301', 'W4296793671', 'W4375956084', 'W4380738003', 'W4387892944', 'W4387970169']",29,6,14.0,3.0,['Team Alessi'],"['Team Alessi', 'Team Hurley']",['Team Alessi'],"['W3204672542', 'W3205174301', 'W4296793671', 'W4375956084', 'W4387892944', 'W4387970169']","['Dario Alessi', 'Suzanne Pfeffer', 'Monther Abu-Remaileh']",['Team Alessi'],['Suzanne Pfeffer'],2023-10-28
13,63,63.0,Loss of primary cilia and dopaminergic neuroprotection in pathogenic LRRK2-driven and idiopathic Parkinsons disease | bioRxiv,Alessi,10.1101/2024.01.15.575737,10.1073/pnas.2402206121,1.0,W4401213995,A5054181982,Dario R. Alessi,0000-0002-2140-9185,Lead-PI,Team Alessi,Dario Alessi,"['W1452092098', 'W1969997447', 'W1976947622', 'W1999434577', 'W2022889556', 'W2030600198', 'W2032792789', 'W2038104315', 'W2045402408', 'W2045728621', 'W2047262638', 'W2054466443', 'W2057967101', 'W2070184849', 'W2073157267', 'W2099613443', 'W2123913108', 'W2141020774', 'W2149917767', 'W2161031490', 'W2167279371', 'W2253950023', 'W2296696778', 'W2312055187', 'W2355214356', 'W2471911977', 'W2594033044', 'W2595666046', 'W2596654147', 'W2724098740', 'W2735769265', 'W2742311267', 'W2768016303', 'W2794912227', 'W2795590254', 'W2885927965', 'W2888747982', 'W2889495117', 'W2899593101', 'W2912390237', 'W2946063490', 'W2949693884', 'W2952831623', 'W2953151710', 'W2957051172', 'W2966298191', 'W2969456175', 'W2982613077', 'W2991860444', 'W2996858474', 'W3090811789', 'W3134340593', 'W3136294075', 'W3196008740', 'W3196897371', 'W3204672542', 'W3205174301', 'W4211044101', 'W4296162466', 'W4366815602', 'W4387023132', 'W4390918418', 'W4401213995']",63,4,11.0,1.0,['Team Alessi'],['Team Alessi'],['Team Alessi'],"['W3204672542', 'W3205174301', 'W4296162466', 'W4401213995']","['Dario Alessi', 'Suzanne Pfeffer']",['Team Alessi'],"['Dario Alessi', 'Suzanne Pfeffer']",2024-08-02
14,64,64.0,Loss of primary cilia and dopaminergic neuroprotection in pathogenic LRRK2-driven and idiopathic Parkinsons disease | bioRxiv,Alessi,10.1101/2024.01.15.575737,10.1073/pnas.2402206121,1.0,W4401213995,A5033452410,Suzanne R. Pfeffer,0000-0002-6462-984X,Co-PI,Team Alessi,Suzanne Pfeffer,"['W1452092098', 'W1969997447', 'W1976947622', 'W1999434577', 'W2022889556', 'W2030600198', 'W2032792789', 'W2038104315', 'W2045402408', 'W2045728621', 'W2047262638', 'W2054466443', 'W2057967101', 'W2070184849', 'W2073157267', 'W2099613443', 'W2123913108', 'W2141020774', 'W2149917767', 'W2161031490', 'W2167279371', 'W2253950023', 'W2296696778', 'W2312055187', 'W2355214356', 'W2471911977', 'W2594033044', 'W2595666046', 'W2596654147', 'W2724098740', 'W2735769265', 'W2742311267', 'W2768016303', 'W2794912227', 'W2795590254', 'W2885927965', 'W2888747982', 'W2889495117', 'W2899593101', 'W2912390237', 'W2946063490', 'W2949693884', 'W2952831623', 'W2953151710', 'W2957051172', 'W2966298191', 'W2969456175', 'W2982613077', 'W2991860444', 'W2996858474', 'W3090811789', 'W3134340593', 'W3136294075', 'W3196008740', 'W3196897371', 'W3204672542', 'W3205174301', 'W4211044101', 'W4296162466', 'W4366815602', 'W4387023132', 'W4390918418', 'W4401213995']",63,4,11.0,1.0,['Team Alessi'],['Team Alessi'],['Team Alessi'],"['W3204672542', 'W3205174301', 'W4296162466', 'W4401213995']","['Dario Alessi', 'Suzanne Pfeffer']",['Team Alessi'],"['Dario Alessi', 'Suzanne Pfeffer']",2024-08-02
15,75,75.0,Global ubiquitylation analysis of mitochondria in primary neurons identifies endogenous Parkin targets following activation of PINK1,Alessi,10.1101/2021.04.01.438131,10.1126/sciadv.abj0722,1.0,W3213349298,A5001971427,Ian G. Ganley,0000-0003-1481-9407,Co-PI,Team Hurley,Ian Ganley,"['W1877873625', 'W1941635000', 'W1973925468', 'W1983411754', 'W1988146323', 'W1991876528', 'W1993450321', 'W1996609836', 'W1996625702', 'W2023448800', 'W2041399392', 'W2052889619', 'W2062859898', 'W2087592289', 'W2089224506', 'W2089273345', 'W2096057003', 'W2102313940', 'W2103230459', 'W2103271167', 'W2118479885', 'W2123347941', 'W2130979925', 'W2136388422', 'W2140654974', 'W2141091417', 'W2143214705', 'W2146512944', 'W2149200223', 'W2150379282', 'W2152983548', 'W2155015733', 'W2162128880', 'W2162798718', 'W2167867141', 'W2168270559', 'W2171213306', 'W2171873547', 'W2207263914', 'W2323582440', 'W2419532700', 'W2461644695', 'W2463195069', 'W2491691281', 'W2522255615', 'W2604819250', 'W2607310450', 'W2755224635', 'W2775438617', 'W2783409125', 'W2785105763', 'W2790198320', 'W2796906206', 'W2805711807', 'W2805752574', 'W2808284168', 'W2810701500', 'W2896325492', 'W2907957654', 'W2922182434', 'W2957095132', 'W2963001630', 'W2967801303', 'W2968833147', 'W2986041539', 'W2999206621', 'W3003695775', 'W3004205554', 'W3009966546', 'W3017989357', 'W3033897588', 'W3036585903', 'W3037439015', 'W3047571307', 'W3048971336', 'W3083256367', 'W3092230153', 'W3095006350', 'W3106539179', 'W3111413289', 'W3113414713', 'W3150444043', 'W3168461493', 'W3187544615', 'W3207839562', 'W4210789912']",86,0,52.0,7.0,"['Team Alessi', 'Team Hurley', 'Team Harper']","['Team Alessi', 'Team Hurley', 'Team Harper', 'Team Reck-Peterson']",[],[],[],"['Team Hurley', 'Team Harper', 'Team Alessi']","['Ian Ganley', 'J. Harper', 'Miratul Muqit']",2021-11-22
16,76,76.0,Global ubiquitylation analysis of mitochondria in primary neurons identifies endogenous Parkin targets following activation of PINK1,Alessi,10.1101/2021.04.01.438131,10.1126/sciadv.abj0722,1.0,W3213349298,A5047746208,J. Wade Harper,0000-0002-6944-7236,Lead PI,Team Harper,J. Harper,"['W1877873625', 'W1941635000', 'W1973925468', 'W1983411754', 'W1988146323', 'W1991876528', 'W1993450321', 'W1996609836', 'W1996625702', 'W2023448800', 'W2041399392', 'W2052889619', 'W2062859898', 'W2087592289', 'W2089224506', 'W2089273345', 'W2096057003', 'W2102313940', 'W2103230459', 'W2103271167', 'W2118479885', 'W2123347941', 'W2130979925', 'W2136388422', 'W2140654974', 'W2141091417', 'W2143214705', 'W2146512944', 'W2149200223', 'W2150379282', 'W2152983548', 'W2155015733', 'W2162128880', 'W2162798718', 'W2167867141', 'W2168270559', 'W2171213306', 'W2171873547', 'W2207263914', 'W2323582440', 'W2419532700', 'W2461644695', 'W2463195069', 'W2491691281', 'W2522255615', 'W2604819250', 'W2607310450', 'W2755224635', 'W2775438617', 'W2783409125', 'W2785105763', 'W2790198320', 'W2796906206', 'W2805711807', 'W2805752574', 'W2808284168', 'W2810701500', 'W2896325492', 'W2907957654', 'W2922182434', 'W2957095132', 'W2963001630', 'W2967801303', 'W2968833147', 'W2986041539', 'W2999206621', 'W3003695775', 'W3004205554', 'W3009966546', 'W3017989357', 'W3033897588', 'W3036585903', 'W3037439015', 'W3047571307', 'W3048971336', 'W3083256367', 'W3092230153', 'W3095006350', 'W3106539179', 'W3111413289', 'W3113414713', 'W3150444043', 'W3168461493', 'W3187544615', 'W3207839562', 'W4210789912']",86,0,52.0,7.0,"['Team Alessi', 'Team Hurley', 'Team Harper']","['Team Alessi', 'Team Hurley', 'Team Harper', 'Team Reck-Peterson']",[],[],[],"['Team Hurley', 'Team Harper', 'Team Alessi']","['Ian Ganley', 'J. Harper', 'Miratul Muqit']",2021-11-22
17,77,77.0,Global ubiquitylation analysis of mitochondria in primary neurons identifies endogenous Parkin targets following activation of PINK1,Alessi,10.1101/2021.04.01.438131,10.1126/sciadv.abj0722,1.0,W3213349298,A5084528692,Miratul M. K. Muqit,0000-0001-9733-2404,Co-PI,Team Alessi,Miratul Muqit,"['W1877873625', 'W1941635000', 'W1973925468', 'W1983411754', 'W1988146323', 'W1991876528', 'W1993450321', 'W1996609836', 'W1996625702', 'W2023448800', 'W2041399392', 'W2052889619', 'W2062859898', 'W2087592289', 'W2089224506', 'W2089273345', 'W2096057003', 'W2102313940', 'W2103230459', 'W2103271167', 'W2118479885', 'W2123347941', 'W2130979925', 'W2136388422', 'W2140654974', 'W2141091417', 'W2143214705', 'W2146512944', 'W2149200223', 'W2150379282', 'W2152983548', 'W2155015733', 'W2162128880', 'W2162798718', 'W2167867141', 'W2168270559', 'W2171213306', 'W2171873547', 'W2207263914', 'W2323582440', 'W2419532700', 'W2461644695', 'W2463195069', 'W2491691281', 'W2522255615', 'W2604819250', 'W2607310450', 'W2755224635', 'W2775438617', 'W2783409125', 'W2785105763', 'W2790198320', 'W2796906206', 'W2805711807', 'W2805752574', 'W2808284168', 'W2810701500', 'W2896325492', 'W2907957654', 'W2922182434', 'W2957095132', 'W2963001630', 'W2967801303', 'W2968833147', 'W2986041539', 'W2999206621', 'W3003695775', 'W3004205554', 'W3009966546', 'W3017989357', 'W3033897588', 'W3036585903', 'W3037439015', 'W3047571307', 'W3048971336', 'W3083256367', 'W3092230153', 'W3095006350', 'W3106539179', 'W3111413289', 'W3113414713', 'W3150444043', 'W3168461493', 'W3187544615', 'W3207839562', 'W4210789912']",86,0,52.0,7.0,"['Team Alessi', 'Team Hurley', 'Team Harper']","['Team Alessi', 'Team Hurley', 'Team Harper', 'Team Reck-Peterson']",[],[],[],"['Team Hurley', 'Team Harper', 'Team Alessi']","['Ian Ganley', 'J. Harper', 'Miratul Muqit']",2021-11-22
18,92,92.0,Parkinson's VPS35[D620N] mutation induces LRRK2 mediated lysosomal association of RILPL1 and TMEM55B,Alessi,10.1101/2023.06.07.544051,10.1126/sciadv.adj1205,1.0,W4389697128,A5033452410,Suzanne R. Pfeffer,0000-0002-6462-984X,Co-PI,Team Alessi,Suzanne Pfeffer,"['W1530007708', 'W1973911766', 'W1982307380', 'W1983044117', 'W1993201929', 'W2053210112', 'W2063690790', 'W2064230225', 'W2080752012', 'W2168021147', 'W2168974130', 'W2170281382', 'W2253950023', 'W2272666074', 'W2376573086', 'W2463195069', 'W2480556520', 'W2586085555', 'W2595666046', 'W2766243612', 'W2768016303', 'W2770609313', 'W2770997070', 'W2771688344', 'W2773935596', 'W2782592927', 'W2795590254', 'W2797364047', 'W2802214895', 'W2889632501', 'W2891994821', 'W2899593101', 'W2928665623', 'W2938789083', 'W2972588477', 'W2976101375', 'W2982613077', 'W2991106430', 'W3001241789', 'W3003439637', 'W3004019902', 'W3004823952', 'W3027854502', 'W3040983129', 'W3081029428', 'W3084330588', 'W3095796072', 'W3097129652', 'W3098923693', 'W3113414713', 'W3134209205', 'W3134340593', 'W3136908976', 'W3171786035', 'W3177828909', 'W3187544615', 'W3195850383', 'W3204672542', 'W4205290184', 'W4225782377', 'W4280631615', 'W4283367225', 'W4292760300', 'W4295911148', 'W4296793671', 'W4313214131', 'W4319592659', 'W4321490255', 'W4361863467', 'W4361864093', 'W4361986530', 'W4361987262', 'W4362673681', 'W4366598392', 'W4366742975', 'W4375956084', 'W4376144015', 'W4385191034', 'W4385319592', 'W4386522935', 'W4386859367', 'W4387892944', 'W4391594220']",83,6,16.0,2.0,['Team Alessi'],"['Team Alessi', 'Team Hurley']","['Team Alessi', 'Team De Camilli']","['W3204672542', 'W4296793671', 'W4375956084', 'W4385191034', 'W4387892944', 'W4391594220']","['Dario Alessi', 'Suzanne Pfeffer', 'Monther Abu-Remaileh', 'Shawn Ferguson']",['Team Alessi'],"['Suzanne Pfeffer', 'Dario Alessi']",2023-12-14
19,93,93.0,Parkinson's VPS35[D620N] mutation induces LRRK2 mediated lysosomal association of RILPL1 and TMEM55B,Alessi,10.1101/2023.06.07.544051,10.1126/sciadv.adj1205,1.0,W4389697128,A5054181982,Dario R. Alessi,0000-0002-2140-9185,Lead-PI,Team Alessi,Dario Alessi,"['W1530007708', 'W1973911766', 'W1982307380', 'W1983044117', 'W1993201929', 'W2053210112', 'W2063690790', 'W2064230225', 'W2080752012', 'W2168021147', 'W2168974130', 'W2170281382', 'W2253950023', 'W2272666074', 'W2376573086', 'W2463195069', 'W2480556520', 'W2586085555', 'W2595666046', 'W2766243612', 'W2768016303', 'W2770609313', 'W2770997070', 'W2771688344', 'W2773935596', 'W2782592927', 'W2795590254', 'W2797364047', 'W2802214895', 'W2889632501', 'W2891994821', 'W2899593101', 'W2928665623', 'W2938789083', 'W2972588477', 'W2976101375', 'W2982613077', 'W2991106430', 'W3001241789', 'W3003439637', 'W3004019902', 'W3004823952', 'W3027854502', 'W3040983129', 'W3081029428', 'W3084330588', 'W3095796072', 'W3097129652', 'W3098923693', 'W3113414713', 'W3134209205', 'W3134340593', 'W3136908976', 'W3171786035', 'W3177828909', 'W3187544615', 'W3195850383', 'W3204672542', 'W4205290184', 'W4225782377', 'W4280631615', 'W4283367225', 'W4292760300', 'W4295911148', 'W4296793671', 'W4313214131', 'W4319592659', 'W4321490255', 'W4361863467', 'W4361864093', 'W4361986530', 'W4361987262', 'W4362673681', 'W4366598392', 'W4366742975', 'W4375956084', 'W4376144015', 'W4385191034', 'W4385319592', 'W4386522935', 'W4386859367', 'W4387892944', 'W4391594220']",83,6,16.0,2.0,['Team Alessi'],"['Team Alessi', 'Team Hurley']","['Team Alessi', 'Team De Camilli']","['W3204672542', 'W4296793671', 'W4375956084', 'W4385191034', 'W4387892944', 'W4391594220']","['Dario Alessi', 'Suzanne Pfeffer', 'Monther Abu-Remaileh', 'Shawn Ferguson']",['Team Alessi'],"['Suzanne Pfeffer', 'Dario Alessi']",2023-12-14
20,107,107.0,Mechanism of human PINK1 activation at the TOM complex in a reconstituted system | bioRxiv,Alessi,10.1101/2023.12.23.573181,10.1126/sciadv.adn7191,1.0,W4399425564,A5061030857,Rubén Fernández‐Busnadiego,0000-0002-8366-7622,Co-PI,Team Harper,Rubén Fernández‐Busnadiego,"['W1510443235', 'W1573941143', 'W1821016817', 'W1877873625', 'W1941635000', 'W1955276614', 'W1968652594', 'W1976616104', 'W1984545749', 'W1986492199', 'W1997653705', 'W2003033163', 'W2003251187', 'W2012861249', 'W2015588708', 'W2017531024', 'W2019443416', 'W2028858498', 'W2034087770', 'W2038834667', 'W2052889619', 'W2064127635', 'W2067511286', 'W2072891641', 'W2077574127', 'W2085365618', 'W2087232779', 'W2087592289', 'W2091264505', 'W2106444069', 'W2108326484', 'W2119624493', 'W2125669886', 'W2136145665', 'W2136388422', 'W2137502370', 'W2138311396', 'W2138959891', 'W2140654974', 'W2142460292', 'W2144288821', 'W2155213268', 'W2160330769', 'W2167867141', 'W2169333620', 'W2580495962', 'W2615749116', 'W2762833467', 'W2765666584', 'W2773292939', 'W2790831776', 'W2914833293', 'W2979472203', 'W2989453214', 'W3009966546', 'W3013920823', 'W3089859945', 'W3090534531', 'W3177828909', 'W3183475563', 'W3209929601', 'W3213349298', 'W4200426070', 'W4200469626', 'W4206131125', 'W4206950799', 'W4220684596', 'W4221047279', 'W4226243460', 'W4226342304', 'W4281790889', 'W4286856501', 'W4307366279', 'W4362509050', 'W4385802127', 'W4391594220', 'W4392242690', 'W9772524']",78,4,17.0,0.0,"['Team Harper', 'Team Reck-Peterson', 'Team Alessi']",[],"['Team Alessi', 'Team Harper']","['W3209929601', 'W3213349298', 'W4220684596', 'W4391594220']","['Miratul Muqit', 'J. Harper', 'Dario Alessi']","['Team Harper', 'Team Alessi']","['Rubén Fernández‐Busnadiego', 'Miratul Muqit']",2024-06-08
21,108,108.0,Mechanism of human PINK1 activation at the TOM complex in a reconstituted system | bioRxiv,Alessi,10.1101/2023.12.23.573181,10.1126/sciadv.adn7191,1.0,W4399425564,A5084528692,Miratul M. K. Muqit,0000-0001-9733-2404,Co-PI,Team Alessi,Miratul Muqit,"['W1510443235', 'W1573941143', 'W1821016817', 'W1877873625', 'W1941635000', 'W1955276614', 'W1968652594', 'W1976616104', 'W1984545749', 'W1986492199', 'W1997653705', 'W2003033163', 'W2003251187', 'W2012861249', 'W2015588708', 'W2017531024', 'W2019443416', 'W2028858498', 'W2034087770', 'W2038834667', 'W2052889619', 'W2064127635', 'W2067511286', 'W2072891641', 'W2077574127', 'W2085365618', 'W2087232779', 'W2087592289', 'W2091264505', 'W2106444069', 'W2108326484', 'W2119624493', 'W2125669886', 'W2136145665', 'W2136388422', 'W2137502370', 'W2138311396', 'W2138959891', 'W2140654974', 'W2142460292', 'W2144288821', 'W2155213268', 'W2160330769', 'W2167867141', 'W2169333620', 'W2580495962', 'W2615749116', 'W2762833467', 'W2765666584', 'W2773292939', 'W2790831776', 'W2914833293', 'W2979472203', 'W2989453214', 'W3009966546', 'W3013920823', 'W3089859945', 'W3090534531', 'W3177828909', 'W3183475563', 'W3209929601', 'W3213349298', 'W4200426070', 'W4200469626', 'W4206131125', 'W4206950799', 'W4220684596', 'W4221047279', 'W4226243460', 'W4226342304', 'W4281790889', 'W4286856501', 'W4307366279', 'W4362509050', 'W4385802127', 'W4391594220', 'W4392242690', 'W9772524']",78,4,17.0,0.0,"['Team Harper', 'Team Reck-Peterson', 'Team Alessi']",[],"['Team Alessi', 'Team Harper']","['W3209929601', 'W3213349298', 'W4220684596', 'W4391594220']","['Miratul Muqit', 'J. Harper', 'Dario Alessi']","['Team Harper', 'Team Alessi']","['Rubén Fernández‐Busnadiego', 'Miratul Muqit']",2024-06-08
22,113,113.0,Rab29-dependent asymmetrical activation of leucine-rich repeat kinase 2,Alessi,10.1101/2022.04.26.489605,10.1126/science.adi9926,1.0,W4390046099,A5054181982,Dario R. Alessi,0000-0002-2140-9185,Lead-PI,Team Alessi,Dario Alessi,"['W1971064755', 'W1998334096', 'W2050640654', 'W2061108756', 'W2063127941', 'W2066205838', 'W2089788910', 'W2100300726', 'W2100794900', 'W2112286366', 'W2124026197', 'W2128471322', 'W2132629607', 'W2133442602', 'W2136216054', 'W2154714625', 'W2180229411', 'W2347101890', 'W2495497378', 'W2587625522', 'W2593511418', 'W2643649251', 'W2734356283', 'W2767503875', 'W2768016303', 'W2770997070', 'W2771688344', 'W2774127993', 'W2883053634', 'W2897825499', 'W2901203581', 'W2907261559', 'W2950967305', 'W2960012086', 'W2974197009', 'W2976101375', 'W2978479061', 'W2980851597', 'W2994847103', 'W2996583314', 'W3001241789', 'W3011983387', 'W3039492798', 'W3043088877', 'W3048909661', 'W3068292362', 'W3092460711', 'W3095796072', 'W3103292928', 'W3127263423', 'W3134999369', 'W3165747523', 'W3169685488', 'W3171048111', 'W3177828909', 'W3179185129', 'W3200383688', 'W4205621901', 'W4210952882', 'W4210963704', 'W4213439607', 'W4237892712', 'W4282914791', 'W4290803974', 'W4296162466', 'W4296793671', 'W4311901922', 'W4319786040', 'W4321452446', 'W4321490255', 'W4365138001', 'W4386101863', 'W4387892944']",73,5,42.0,1.0,['Team Alessi'],"['Team Hardy', 'Team Wood', 'Team Liddle', 'Team Alessi']","['Team Alessi', 'Team Reck-Peterson']","['W4290803974', 'W4296162466', 'W4296793671', 'W4311901922', 'W4387892944']","['Dario Alessi', 'Suzanne Pfeffer', 'Samara Reck‐Peterson']",['Team Alessi'],['Dario Alessi'],2023-12-22
23,120,120.0,Structural basis for the specificity of PPM1H phosphatase for Rab GTPases,Alessi,10.1101/2021.02.17.431620,10.15252/embr.202152675,1.0,W3204672542,A5054181982,Dario R. Alessi,0000-0002-2140-9185,Lead-PI,Team Alessi,Dario Alessi,"['W1580227085', 'W1603357096', 'W1833680771', 'W1850233136', 'W1960316030', 'W1966916880', 'W1971300928', 'W1983530624', 'W1988604934', 'W2025484794', 'W2061202598', 'W2077834990', 'W2087087669', 'W2108880697', 'W2112473136', 'W2117204128', 'W2119914706', 'W2124026197', 'W2132629607', 'W2133718112', 'W2142456569', 'W2153983456', 'W2154019529', 'W2163341755', 'W2180229411', 'W2253950023', 'W2272666074', 'W2480556520', 'W2559559781', 'W2607132510', 'W2615561589', 'W2768016303', 'W2795289779', 'W2795590254', 'W2801919855', 'W2883053634', 'W2887426525', 'W2898649585', 'W2899593101', 'W2961560189', 'W2980170804', 'W2982613077', 'W3004019902', 'W3015312131', 'W3037320846', 'W3040342671', 'W3154945517', 'W3165525802', 'W3172696952', 'W3204672542', 'W4210586598']",51,1,20.0,6.0,['Team Alessi'],"['Team Awatramani', 'Team Alessi']",['Team Alessi'],['W3204672542'],['Dario Alessi'],['Team Alessi'],['Dario Alessi'],2021-10-11
24,127,127.0,Pathogenic LRRK2 control of primary cilia and Hedgehog signaling in neurons and astrocytes of mouse brain,Alessi,10.1101/2021.03.02.433576,10.7554/eLife.67900,1.0,W3205174301,A5054181982,Dario R. Alessi,0000-0002-2140-9185,Lead-PI,Team Alessi,Dario Alessi,"['W1533562283', 'W1582540669', 'W1910661134', 'W1975988477', 'W1976947622', 'W1992365739', 'W1995242599', 'W2011331227', 'W2030592889', 'W2032792789', 'W2033485203', 'W2034675173', 'W2045402408', 'W2050706464', 'W2054275187', 'W2070184849', 'W2085664280', 'W2094138192', 'W2100894616', 'W2120262230', 'W2129082075', 'W2166521151', 'W2212565117', 'W2253950023', 'W2272666074', 'W2277434785', 'W2345444307', 'W2480556520', 'W2495497378', 'W253062684', 'W2554199252', 'W2580035316', 'W2587861045', 'W2595666046', 'W2742431958', 'W2748727716', 'W2767998367', 'W2768016303', 'W2770997070', 'W2771688344', 'W2789417502', 'W2794912227', 'W2795590254', 'W2802214895', 'W2811106513', 'W2884363644', 'W2895663716', 'W2899593101', 'W2901203581', 'W2945843914', 'W2949174715', 'W2957051172', 'W2969456175', 'W2980851597', 'W2981246593', 'W2982613077', 'W2999395934', 'W3003728324', 'W3004019902', 'W3090404065', 'W3093493735', 'W3095796072', 'W3110203380', 'W3113414713', 'W3114094797', 'W3117224155', 'W3134340593', 'W3136294075', 'W3200061718', 'W3205174301', 'W4211044101']",71,1,75.0,11.0,['Team Alessi'],"['Team Alessi', 'Team Awatramani', 'Team De Camilli', 'Team Hardy', 'Team Calakos', 'Team Hurley']",['Team Alessi'],['W3205174301'],['Suzanne Pfeffer'],['Team Alessi'],"['Dario Alessi', 'Suzanne Pfeffer']",2021-10-25
25,128,128.0,Pathogenic LRRK2 control of primary cilia and Hedgehog signaling in neurons and astrocytes of mouse brain,Alessi,10.1101/2021.03.02.433576,10.7554/eLife.67900,1.0,W3205174301,A5033452410,Suzanne R. Pfeffer,0000-0002-6462-984X,Co-PI,Team Alessi,Suzanne Pfeffer,"['W1533562283', 'W1582540669', 'W1910661134', 'W1975988477', 'W1976947622', 'W1992365739', 'W1995242599', 'W2011331227', 'W2030592889', 'W2032792789', 'W2033485203', 'W2034675173', 'W2045402408', 'W2050706464', 'W2054275187', 'W2070184849', 'W2085664280', 'W2094138192', 'W2100894616', 'W2120262230', 'W2129082075', 'W2166521151', 'W2212565117', 'W2253950023', 'W2272666074', 'W2277434785', 'W2345444307', 'W2480556520', 'W2495497378', 'W253062684', 'W2554199252', 'W2580035316', 'W2587861045', 'W2595666046', 'W2742431958', 'W2748727716', 'W2767998367', 'W2768016303', 'W2770997070', 'W2771688344', 'W2789417502', 'W2794912227', 'W2795590254', 'W2802214895', 'W2811106513', 'W2884363644', 'W2895663716', 'W2899593101', 'W2901203581', 'W2945843914', 'W2949174715', 'W2957051172', 'W2969456175', 'W2980851597', 'W2981246593', 'W2982613077', 'W2999395934', 'W3003728324', 'W3004019902', 'W3090404065', 'W3093493735', 'W3095796072', 'W3110203380', 'W3113414713', 'W3114094797', 'W3117224155', 'W3134340593', 'W3136294075', 'W3200061718', 'W3205174301', 'W4211044101']",71,1,75.0,11.0,['Team Alessi'],"['Team Alessi', 'Team Awatramani', 'Team De Camilli', 'Team Hardy', 'Team Calakos', 'Team Hurley']",['Team Alessi'],['W3205174301'],['Suzanne Pfeffer'],['Team Alessi'],"['Dario Alessi', 'Suzanne Pfeffer']",2021-10-25
