Title,team,doi_pre,doi_pub,date_added_preprint,date_added_publication,source_preprint,source_publication,original,notes,Preprint in SF tracker,publication in SF tracker,apc_amount,apc_status,OpenAlex_ID
Post-fibrillization nitration of alpha-synuclein abolishes its seeding activity and pathology formation in primary neurons and in vivo,Schapira,10.1101/2023.03.24.534149,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4360951881
Proteostasis and lysosomal repair deficits in transdifferentiated neurons of Alzheimer’s disease,Harper,10.1101/2023.03.27.534444,10.1038/s41556-025-01623-y,before_doi_tracker,2025-04-30 00:00:00,before_doi_tracker,hub; lens,1,"Also preprinted to ResearchSquare at 10.21203/rs.3.rs-4407236/v1 ; previous title: ""Proteostasis and lysosomal quality control deficits in Alzheimer’s disease neurons""",1.0,1,,,W4408873575
"Splicing accuracy varies across human introns, tissues and age",Hardy,10.1101/2023.03.29.534370,10.1038/s41467-024-55607-x,before_doi_tracker,2025-04-01 00:00:00,before_doi_tracker,lens,1,,1.0,1,5106.63,Paid,W4406870795
Astrocytic LRRK2 Controls Synaptic Connectivity through ERM Phosphorylation,Calakos,10.1101/2023.04.09.536178,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4363676015
Genome-wide Association Identifies Novel Etiological Insights Associated with Parkinson’s Disease in African and African Admixed Populations,GP2,10.1101/2023.05.05.23289529,10.1016/s1474-4422(23)00283-1,before_doi_tracker,2025-06-03 00:00:00,before_doi_tracker,comp,1,,1.0,1,,,W4386087061
Parkinson’s Progression Markers Initiative: A Milestone-Based Strategy to Monitor PD Progression,PPMI,10.1101/2023.05.23.23290344,10.3233/JPD-223433,before_doi_tracker,2025-08-22 00:00:00,before_doi_tracker,biorxiv linked,1,,1.0,,,,W4384301272
Structure and activation of the human autophagy-initiating ULK1C:PI3KC3-C1 supercomplex,Hurley,10.1101/2023.06.01.543278,10.1038/s41594-025-01557-x,before_doi_tracker,2025-06-03 00:00:00,before_doi_tracker,hub,1,,1.0,1,,,W4410866776
LRRK2 regulates the activation of the unfolded protein response and antigen presentation in macrophages during inflammation,Desjardins,10.1101/2023.06.14.545012,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4380675113
Non-ablative disease-modifying effects of magnetic resonance-guided focused ultrasound in neuromelanin-producing parkinsonian rodents,Vila,10.1101/2023.08.08.552410,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4385782167
Functional characterization of ATP13A2 variants associated with distinct neurodegenerative disorders,Vangheluwe,10.1101/2023.08.21.552829,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4386050476
M4-mediated cholinergic transmission is reduced in parkinsonian mice and its restoration alleviates motor deficits and levodopa-induced dyskinesia,Edwards,10.1101/2023.08.23.554510,10.1126/sciadv.adp6301,before_doi_tracker,2025-01-03 00:00:00,before_doi_tracker,lens,1,,1.0,1,4950.0,Paid,W4404563277
Parkinson’s genes orchestrate pyroptosis through selective trafficking of mtDNA to leaky lysosomes | bioRxiv,Desjardins,10.1101/2023.09.11.557213,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4386638944
Structural pathway for class III PI 3-kinase activation by the myristoylated GTP-binding pseudokinase VPS15 | bioRxiv,Hurley,10.1101/2023.09.28.559894,10.1126/science.adl3787,before_doi_tracker,2025-04-01 00:00:00,before_doi_tracker,lens,1,,1.0,1,,,W4407199655
The R1441C-LRRK2 mutation induces myeloid immune cell exhaustion in an age- and sex-dependent manner | bioRxiv,Liddle,10.1101/2023.10.12.562063,10.1126/scitranslmed.adl1535,before_doi_tracker,2025-01-03 00:00:00,before_doi_tracker,lens,1,,1.0,1,,,W4404090989
Reduction of a-synuclein aggregates by PIKfyve inhibition via TFEB-mediated lysosomal biogenesis in a Parkinson disease model | bioRxiv,Schapira,10.1101/2023.10.23.563557,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4387908165
Is Gauchian genotyping of GBA1 variants reliable? | medRxiv,Vangheluwe,10.1101/2023.10.26.23297627,10.1038/s42003-025-08059-y,before_doi_tracker,2025-06-03 00:00:00,before_doi_tracker,hub,1,"BioRxiv refused to post this as a preprint, saying it was out of scope. See email subject ""FW: [EXTERNAL] Transfer Recommendation for BIORXIV/2023/564004""",1.0,1,,,W4410247448
A STING-CASM-GABARAP Pathway Activates LRRK2 at Lysosomes | bioRxiv,De Camilli,10.1101/2023.10.31.564602,10.1083/jcb.202310150,before_doi_tracker,2025-03-28 00:00:00,before_doi_tracker,biorxiv linked,1,,1.0,1,6000.0,Paid,W4406390197
VPS13B is localized at the cis-trans Golgi complex interface and is a functional partner of FAM177A1 | bioRxiv,De Camilli,10.1101/2023.12.18.572081,10.1083/jcb.202311189,before_doi_tracker,2025-01-10 00:00:00,before_doi_tracker,lens,1,,1.0,1,6000.0,Paid,W4402922562
Persistent Hyposmia as Surrogate for a-Synuclein-Linked Brain Pathology,Schlossmacher,10.1101/2023.12.19.23300164,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4390008521
Mutations in GPNMB associated with Amyloid cutis dyschromica alter intracellular trafficking and processing of GPNMB | bioRxiv,Hardy,10.1101/2023.12.19.572409,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4389986385
Urinary bis(monacylglycerol) phosphate (BMP) levels are higher in LRRK2 and GBA1 variant carriers but do not predict disease progression in PPMI cohorts,PPMI,10.21203/rs.3.rs-2065993/v1,,before_doi_tracker,,before_doi_tracker,NA_not_yet_published,1,,1.0,,,,W4302007502
Tonic dendritic GABA release by substantia nigra dopaminergic neurons,Surmeier,10.1101/2024.03.27.586699,,2024-04-23 00:00:00,,biorxiv,NA_not_yet_published,1,not yet sent for compliance review,1.0,,,,W4393338914
The mitochondrial unfolded protein response promotes senescence in human microglia by increasing S-adenosylmethionine availability for polyamine synthesis,Schapira,10.1101/2024.09.03.610925,,2024-09-20 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4402178515
Type-II kinase inhibitors that target Parkinson’s Disease-associated LRRK2,Reck-Peterson,10.1101/2024.09.17.613365,10.1126/sciadv.adt2050,2024-09-30 00:00:00,2025-08-22 00:00:00,capture,biorxiv linked,1,,1.0,,,,W4411078191
Comparative Analysis of AAV Serotypes for Transduction of Olfactory Sensory Neurons,Schlossmacher,10.1101/2024.09.26.615247,10.3389/fnins.2025.1531122,2024-09-30 00:00:00,2025-03-28 00:00:00,capture,hub,1,,1.0,1,,,W4407615914
Bridge-like lipid transfer protein 3A (BLTP3A) is associated with membranes of the late endocytic pathway and is an effector of CASM,De Camilli,10.1101/2024.09.28.615015,,2024-09-30 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4402947624
Movement-related activity in the internal globus pallidus of the parkinsonian macaque,Strick,10.1101/2024.08.29.610310,,2024-09-01 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4402049473
Dissociation of putative open loop circuit from ventral putamen to motor cortical areas in humans I: high-resolution connectomics,Strick,10.1101/2024.08.28.610129,,2024-09-01 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4402077132
Temporal control of acute protein aggregate turnover by UBE3C and NRF1-dependent proteasomal pathways,Harper,10.1101/2024.08.30.610524,10.1073/pnas.2417390121,2024-09-01 00:00:00,2025-01-03 00:00:00,capture,biorxiv linked,1,,1.0,1,5300.0,Paid,W4405057582
CHCHD2 mutant mice display mitochondrial protein accumulation and disrupted energy metabolism,Edwards,10.1101/2024.08.30.610586,,2024-09-01 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4402100495
iSCORE-PD: an isogenic stem cell collection to research Parkinson’s Disease,Rio,10.1101/2024.02.12.579917,,2024-02-16 00:00:00,,comms_team_submission,NA_not_yet_published,1,"I belive the OS team knew about this paper already, before it was submitted to the comms team (DS)",1.0,,,,W4391820161
Comparison of Alternative pre-mRNA Splicing and Gene Expression Patterns in Midbrain Lineage Cells Carrying Familial Parkinson’s Disease Mutations,Rio,10.1101/2024.02.28.582420,,2024-03-26 00:00:00,,comms_team_submission,NA_not_yet_published,1,,1.0,,,,W4392342300
Microbiome-based biomarkers to guide personalized microbiome-based therapies for Parkinson's disease,Liddle,10.1101/2024.04.03.24305273,,2024-04-05 00:00:00,,comms_team_submission,NA_not_yet_published,1,,1.0,,,,W4393931755
Endogenous LRRK2 and PINK1 function in a convergent neuroprotective ciliogenesis pathway in the brain,Alessi,10.1101/2024.06.11.598416,10.1073/pnas.2412029122,2024-06-14 00:00:00,2025-03-28 00:00:00,comms_team_submission,biorxiv linked,1,,1.0,1,5495.0,Paid,W4406892673
Pathogenic LRRK2 mutations cause loss of primary cilia and Neurturin in striatal Parvalbumin interneurons,Alessi,10.1101/2024.06.17.599289,10.26508/lsa.202402922,2024-06-25 00:00:00,2025-01-03 00:00:00,comms_team_submission,hub,1,,1.0,1,3750.0,Paid,W4404318658
Restoration of striatal neuroprotective pathways by kinase inhibitor treatment of Parkinson’s linked-LRRK2 mutant mice,Alessi,10.1101/2024.07.31.606089,,2024-08-13 00:00:00,,comms_team_submission,NA_not_yet_published,1,,1.0,,,,W4401316242
Experimental and Computational Methods for Allelic Imbalance Analysis from Single-Nucleus RNA-seq Data,Scherzer,10.1101/2024.08.13.607784,,2024-08-26 00:00:00,,comms_team_submission,NA_not_yet_published,1,,1.0,,,,W4401669789
GEARBOCS: An Adeno Associated Virus Tool for In Vivo Gene Editing in Astrocytes,Calakos,10.1101/2023.01.17.524433,,2024-08-26 00:00:00,,comms_team_submission,NA_not_yet_published,1,,1.0,,,,W4317490316
Behavioral screening defines three molecular Parkinsonism subgroups in Drosophila | bioRxiv,Voet,10.1101/2024.08.27.609924,,2024-08-27 00:00:00,,comms_team_submission,NA_not_yet_published,1,,1.0,,,,W4401933640
"Development of a Simplified Smell Test to Identify Patients with Typical Parkinson’s as Informed by Multiple Cohorts, Machine Learning and External Validation",Schlossmacher,10.1101/2024.08.09.24311696,10.1038/s41531-025-00904-5,2024-08-27 00:00:00,2025-04-30 00:00:00,comp,hub; lens,1,,1.0,1,,,W4409699212
Inhibition of Indirect Pathway Activity Causes Abnormal Decision-Making In a Mouse Model of Impulse Control Disorder in Parkinson’s Disease,Edwards,10.1101/2024.02.19.581062,,2024-04-19 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4392200679
Chronic hyperactivation of midbrain dopamine neurons causes preferential dopamine neuron degeneration,Edwards,10.1101/2024.04.05.588321,,2024-04-29 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4394692897
Lysosomal storage disease proteo/lipidomic profiling using nMOST links ferritinophagy with mitochondrial iron deficiencies in cells lacking NPC2,Harper,10.1101/2024.03.26.586828,10.1126/sciadv.adu5787,2024-04-29 00:00:00,2025-03-28 00:00:00,comp,hub,1,new title for publication: Global cellular proteo-lipidomic profiling of diverse lysosomal storage disease mutants using nMOST,1.0,1,4950.0,Paid,W4406728222
Network nature of ligand-receptor interactions underlies disease comorbidity in the brain,Wood,10.1101/2024.06.15.599140,,2024-06-27 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4399716922
Mitochondrial damage triggers concerted degradation of negative regulators of neuronal autophagy,Hurley,10.1101/2024.06.12.598718,,2024-06-27 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4399602719
Lysosome damage triggers acute formation of ER to lysosomes membrane tethers mediated by the bridge-like lipid transport protein VPS13C,De Camilli,10.1101/2024.06.08.598070,10.1038/s41556-025-01653-6,2024-06-27 00:00:00,2025-04-30 00:00:00,comp,hub; lens,1,,1.0,1,,,W4409340233
Transcriptional pathobiology and multi-omics predictors for Parkinson’s disease,Scherzer,10.1101/2024.06.18.599639,,2024-06-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4399907545
Decreased cellular excitability of pyramidal tract neurons in primary motor cortex leads to paradoxically increased network activity in simulated parkinsonian motor cortex,Wichmann,10.1101/2024.05.23.595566,,2024-06-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4398778789
Microendoscopic Calcium Imaging In Supplementary Motor Area And Primary Motor Cortex Of Rhesus Macaques At Rest And During Arm Movement,Wichmann,10.1101/2024.06.20.599918,,2024-06-28 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4399992138
A staged screening protocol identifies people with biomarkers related to neuronal alpha-synuclein disease,PPMI,10.1101/2024.06.03.24308229,10.1002/ana.27158,2024-06-28 00:00:00,2024-12-24 00:00:00,comp,biorxiv linked,1,,1.0,,2995.0,Paid,W4405791696
Internalized α-synuclein fibrils become truncated and resist degradation in neurons while glial cells rapidly degrade α-synuclein fibrils,Lee,10.1101/2024.06.05.597615,,2024-07-17 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4399466972
LRRK2 mediates haloperidol-induced changes in indirect pathway striatal projection neurons,Awatramani,10.1101/2024.06.06.597594,10.1038/s41380-025-03030-z,2024-07-17 00:00:00,2025-06-03 00:00:00,comp,lens,1,,1.0,1,,,W4409722820
Motor Cortical Neuronal Hyperexcitability Associated with α-Synuclein Aggregation,Wichmann,10.1101/2024.07.24.604995,10.1038/s41531-024-00867-z,2024-08-08 00:00:00,2025-01-29 00:00:00,comp,os_inbox,1,,1.0,1,,,W4406357864
Cryo-electron tomography reveals the microtubule-bound form of inactive LRRK2,Reck-Peterson,10.1101/2024.06.18.599606,,2024-08-08 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4399852907
African ancestry neurodegeneration risk variant disrupts an intronic branchpoint in GBA1,GP2,10.1101/2024.02.20.24302827,10.1038/s41594-024-01423-2,2024-08-08 00:00:00,2025-01-03 00:00:00,comp,lens,1,,1.0,1,12290.0,Paid,W4405315692
Vibrational Control of Complex Networks,Biederer,10.48550/arXiv.2408.08263,,2024-08-20 00:00:00,,comp,NA_not_yet_published,1,theory / computational / mathematical paper,1.0,,,,W4406024079
Reconstitution of BNIP3/NIX-mediated autophagy reveals two pathways and hierarchical flexibility of the initiation machinery,Hurley,10.1101/2024.08.28.609967,,2024-09-01 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4401944929
Peripheral Blood Immune Cells from Individuals with Parkinson’s Disease or Inflammatory Bowel Disease Share Deficits in Iron Storage and Transport that are Modulated by Non-Steroidal Anti-Inflammatory Drugs,Liddle,10.1101/2024.08.19.608634,10.1016/j.nbd.2025.106794,2024-09-01 00:00:00,2025-03-28 00:00:00,comp,biorxiv linked,1,,1.0,1,,,W4406272803
Advancing Parkinson’s Disease Research in Africa: A Strategic Training Framework of the Global Parkinson’s Genetics Program (GP2),GP2,10.31219/osf.io/q3562,10.1002/mds.30051,2024-09-30 00:00:00,2025-01-03 00:00:00,comp,GP2 tracker,1,,1.0,1,4270.0,Paid,W4403929553
Spatially organized striatum-wide acetylcholine dynamics for the learning and extinction of Pavlovian cues and actions,Cragg,10.1101/2024.07.10.602947,,2024-08-08 00:00:00,,comp; works,NA_not_yet_published,1,,1.0,,,,W4400672529
Genetic screening and metabolomics identify glial adenosine metabolism as a therapeutic target in Parkinson’s disease,Scherzer,10.1101/2024.05.15.594309,,2024-05-31 00:00:00,,comp; works,NA_not_yet_published,1,,1.0,,,,W4396973832
A comparative analysis of Parkinson’s disease and inflammatory bowel disease gut microbiomes highlights shared depletions in key butyrate-producing bacteria,Liddle,10.1101/2024.04.26.591350,10.1038/s41531-025-00894-4,2024-05-31 00:00:00,2025-06-03 00:00:00,comp; works,comp,1,,1.0,1,,,W4408605848
"The diversity of SNCA transcripts in neurons, and its impact on antisense oligonucleotide therapeutics",Wood,10.1101/2024.05.30.596437,,2024-06-11 00:00:00,,comp; works,NA_not_yet_published,1,,1.0,,,,W4399213038
Global Perspectives on Returning Genetic Research Results in Parkinson’s Disease,GP2,10.1101/2024.07.06.24309029,,2024-07-17 00:00:00,,comp; works,NA_not_yet_published,1,This appears to be a paper that describes GP2,1.0,,,,W4400399398
Presynaptic GABAA receptors control integration of nicotinic input onto dopaminergic axons in the striatum,Edwards,10.1101/2024.06.25.600616,,2024-07-17 00:00:00,,comp; works,NA_not_yet_published,1,,1.0,,,,W4400052608
A rewiring of the earliest immune events leading to T-cell mediated disease following intestinal microbial infection in a PINK1KO mouse model of Parkinson’s disease,Desjardins,10.1101/2024.06.18.598931,10.1038/s41531-025-00945-w,2024-07-17 00:00:00,2025-06-03 00:00:00,comp; works,hub,1,,1.0,1,,,W4410602073
An axonal brake on striatal dopamine output by cholinergic interneurons,Cragg,10.1101/2024.02.17.580796,10.1038/s41593-025-01906-5,2024-04-15 00:00:00,2025-04-01 00:00:00,doi_tracker,lens,1,,1.0,1,,,W4408387444
Locus coeruleus injury modulates ventral midbrain neuroinflammation during DSS-induced colitis,Liddle,10.1101/2024.02.12.580010,,2024-04-15 00:00:00,,doi_tracker,NA_not_yet_published,1,"This article was already in publication tracker under the Liddle tab, but it didn't make it to the DOIs tab",1.0,,,,W4391770806
The spatial landscape of glial pathology and T-cell response in Parkinson’s disease substantia nigra,Sulzer,10.1101/2024.01.08.574736,,2024-04-15 00:00:00,,doi_tracker,NA_not_yet_published,1,,1.0,,,,W4390691959
Isolation and Lipidomic Profiling of Neuronal Lipid Droplets: Unveiling the Lipid Landscape for insights into Neurodegenerative Disorders,De Camilli,10.1101/2023.12.13.571527,,2024-04-19 00:00:00,,doi_tracker,NA_not_yet_published,1,"Hetal stated ""Method paper in it's truest sense as it is effectively just a protocol for LD isolation, but it could be used to assess lipid composition in neurons""",1.0,,,,W4389722926
Polyglucosan body density in the aged mouse hippocampus is controlled by a novel modifier locus on chromosome 1,Wood,10.1101/2023.11.22.567373,,2023-02-07 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4388892642
Systemic inflammation triggers long-lasting neuroinflammation and accelerates neurodegeneration in a rat model of Parkinson’s disease overexpressing human α-synuclein,Vila,10.1101/2024.01.30.577912,10.1038/s41531-024-00824-w,2024-02-07 00:00:00,2025-01-03 00:00:00,hub,biorxiv linked,1,,1.0,1,3665.0,Paid,W4404090041
Alpha-synuclein overexpression can drive microbiome dysbiosis in mice,Liddle,10.1101/2024.02.01.578464,10.1038/s41598-024-82139-7,2024-02-07 00:00:00,2025-03-05 00:00:00,hub,following up on emails,1,,1.0,1,,,W4407063464
Large-scale visualisation of α-synuclein oligomers in Parkinson’s disease brain tissue,Wood,10.1101/2024.02.17.580698,,2024-02-26 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4391947555
Adoptive transfer of mitochondrial antigen-specific CD8+ T-cells in mice causes parkinsonism and compromises the dopamine system,Desjardins,10.1101/2024.02.26.582098,,2024-03-02 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4392243978
GLP1 receptor agonism ameliorates Parkinson’s disease through modulation of neuronal insulin signalling and glial suppression,Wood,10.1101/2024.02.28.582460,,2024-03-02 00:00:00,,hub,NA_not_yet_published,1,"This may have been marked as ASAP funded bc of personnel, rather than the project. Cure Parkinson's Trust is doing work on this w/ people from the network",1.0,,,,W4392291460
Astrocytic RNA editing regulates the host immune response to alpha-synuclein,Wood,10.1101/2024.02.26.582055,10.1126/sciadv.adp8504,2024-03-02 00:00:00,2025-04-14 00:00:00,hub,lara_apc_tracker,1,"old title: ""Alpha-synuclein aggregates trigger anti-viral immune pathways and RNA editing in human astrocytes""",1.0,1,4950.0,Paid,W4409356518
Modeling gene-environment interactions in Parkinson’s Disease: Helicobacter pylori infection of Pink1−/− mice induces CD8 T cell-dependent motor and cognitive dysfunction,Desjardins,10.1101/2024.02.25.580545,,2024-03-02 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4392200935
LRRK2 G2019S mutation suppresses differentiation of Th9 and Treg cells via JAK/STAT3,Chen,10.1101/2024.02.28.582561,,2024-03-08 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4392571096
A proteome-wide quantitative platform for nanoscale spatially resolved extraction of membrane proteins into native nanodiscs,De Camilli,10.1101/2024.02.10.579775,10.1038/s41592-024-02517-x,2024-04-01 00:00:00,2025-01-03 00:00:00,hub,biorxiv linked,1,,1.0,1,13070.42,Paid,W4404824967
Comparative study of enriched dopaminergic neurons from siblings with Gaucher disease discordant for parkinsonism,Vangheluwe,10.1101/2024.02.25.581985,,2024-04-01 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4392243974
Comparison of Alternative pre-mRNA Splicing and Gene Expression Patterns in Midbrain Lineage Cells Carrying Familial Parkinson’s Disease Mutations,Rio,10.1101/2024.02.28.582420,,2024-04-01 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4392342300
Reward perseveration is shaped by GABAA-mediated dopamine pauses,Calakos,10.1101/2024.05.09.593320,,2024-05-10 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4396811761
3D imaging of neuronal inclusions and protein aggregates in human neurodegeneration by multiscale X-ray phase-contrast tomography,Schlossmacher,10.1101/2024.03.26.24304193,,2024-06-03 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4393214864
Molecular and spatial transcriptomic classification of midbrain dopamine neurons and their alterations in a LRRK2G2019S model of Parkinson’s disease,Awatramani,10.1101/2024.06.06.597807,10.7554/eLife.101035.3,2024-06-27 00:00:00,2025-05-12 00:00:00,hub,oa_switchboard,1,,1.0,1,2000.0,Paid,W4410303226
Refinement of efficient encodings of movement in the dorsolateral striatum throughout learning,Surmeier,10.1101/2024.06.06.596654,,2024-06-27 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4399443539
Activity-Dependent Remodeling of Corticostriatal Axonal Boutons During Motor Learning,Surmeier,10.1101/2024.06.10.598366,,2024-06-27 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4399516825
Rapid modulation of striatal cholinergic interneurons and dopamine release by satellite astrocytes,Cragg,10.1101/2024.05.15.594341,10.1038/s41467-024-54253-7,2024-05-15 00:00:00,2025-01-03 00:00:00,hub,comp,1,,1.0,1,,,W4404528192
Dissociation of novel open loop from ventral putamen to motor areas from classic closed loop in humans II: task-based function,Strick,10.1101/2024.06.18.599622,,2024-07-12 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4399929404
Loss of the lysosomal lipid flippase ATP10B leads to progressive dopaminergic neurodegeneration and Parkinsonian motor deficits,Vangheluwe,10.1101/2024.07.09.602700,,2024-07-22 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4400665181
Cortical synaptic vulnerabilities revealed in a α-synuclein aggregation model of Parkinson’s disease,Biederer,10.1101/2024.06.20.599774,,2024-09-30 00:00:00,,hub,NA_not_yet_published,1,,1.0,,,,W4399891997
Presynapses are mitophagy pit stops that prevent axon degeneration,Hurley,10.1101/2024.09.09.611943,,2024-09-20 00:00:00,,hub; capture,NA_not_yet_published,1,,1.0,,,,W4402420172
Mouse α-synuclein fibrils are structurally and functionally distinct from human fibrils associated with Lewy body diseases,Liddle,10.1101/2024.05.09.593334,10.1126/sciadv.adq3539,2024-05-14 00:00:00,2025-01-03 00:00:00,linkedin,biorxiv linked,1,,1.0,1,4207.5,Paid,W4403969529
Tagless LysoIP method for molecular profiling of lysosomal content in clinical samples,Alessi,10.1101/2024.05.17.594681,10.1172/jci183592,2024-05-20 00:00:00,2025-01-10 00:00:00,linkedin,hub,1,,1.0,1,,,W4405802997
PINK1 is a target of T cell responses in Parkinson's disease,Sulzer,10.1101/2024.02.09.579465,10.1172/jci180478,2024-02-12 00:00:00,2025-01-03 00:00:00,os_inbox,lens,1,,1.0,1,,,W4405463802
Deep sequencing of proteotoxicity modifier genes uncovers a Presenilin-2/beta-amyloid-actin genetic risk module shared among alpha-synucleinopathies,Studer,10.1101/2024.03.03.583145,,2024-03-05 00:00:00,,other(shalini),NA_not_yet_published,1,PM sent to Shalini who forwarded to Sonya. Team mentioned at CRN meeting as well,1.0,,,,W4392449058
Gut-Initiated Alpha Synuclein Fibrils Drive Parkinson’s Disease Phenotypes: Temporal Mapping of non-Motor Symptoms and REM Sleep Behavior Disorder,Kaplitt,10.1101/2024.04.22.590542,,2024-05-09 00:00:00,,other(slack),NA_not_yet_published,1,,1.0,,,,W4395660291
Combined detrimental effect of male sex and GBA1 variants on cognitive decline in Parkinson’s Disease,PPMI,10.1101/2024.04.02.24305191,,2024-05-31 00:00:00,,works,NA_not_yet_published,1,,1.0,,,,W4393852992
Insights into Ancestral Diversity in Parkinson’s Disease Risk: A Comparative Assessment of Polygenic Risk Scores,GP2,10.1101/2023.11.28.23299090,10.1038/s41531-025-00967-4,2024-05-31 00:00:00,2025-08-22 00:00:00,works,biorxiv linked,1,,1.0,,,,W4412008894
Mitochondrial oxidant stress promotes α-synuclein aggregation and spreading in mice with mutated glucocerebrosidase,Schapira,10.1101/2024.06.13.598820,10.1038/s41531-024-00842-8,2024-06-28 00:00:00,2025-01-03 00:00:00,works,lens,1,,1.0,1,,,W4405269007
Genetically Encoded and Modular SubCellular Organelle Probes (GEM-SCOPe) reveal lysosomal and mitochondrial dysfunction driven by PRKN knockout,Vangheluwe,10.1101/2024.05.21.594886,,2024-07-18 00:00:00,,works,NA_not_yet_published,1,,1.0,,,,W4398160425
DIO-SPOTlight Transgenic Mouse to Functionally Monitor Protein Synthesis Regulated by the Integrated Stress Response,Calakos,10.1101/2024.10.14.618312,,2024-10-25 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4403434138
Cell-Type Resolved Protein Atlas of Brain Lysosomes Identifies SLC45A1-Associated Disease as a Lysosomal Disorder,Alessi,10.1101/2024.10.14.618295,,2024-10-25 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4403435602
Mitochondrial fission controls astrocyte morphogenesis and organization in the cortex,Calakos,10.1101/2024.10.22.619706,,2024-10-25 00:00:00,,capture,NA_not_yet_published,1,,1.0,,,,W4403692185
α-Synuclein seeding activity and progression in sporadic and genetic forms of Parkinson’s disease in the Parkinson’s Progression Markers Initiative cohort,Chen,10.1101/2024.09.27.24311107,,2024-10-25 00:00:00,,works,NA_not_yet_published,1,,1.0,,,,W4402981098
Striatal lateral inhibition regulates action selection in a mouse model of levodopa-induced dyskinesia,Edwards,10.1101/2024.10.11.617939,,2024-10-25 00:00:00,,works,NA_not_yet_published,1,,1.0,,,,W4403361281
Dopamine and cortical iPSC-derived neurons with different Parkinsonian mutations show variation in lysosomal and mitochondrial dysfunction: implications for protein deposition versus selective cell loss,Kirik,10.1101/2024.10.07.617117,,2024-10-25 00:00:00,,works,NA_not_yet_published,1,,1.0,,,,W4403329265
LRRK2-mutant microglia trigger dopaminergic neurodegeneration when activated by neuromelanin,Vila,10.1101/2024.10.07.616997,,2024-10-25 00:00:00,,works,NA_not_yet_published,1,,1.0,,,,W4403233239
Assembloid model to study loop circuits of the human nervous system,Calakos,10.1101/2024.10.13.617729,,2024-10-25 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4403385606
Endo-IP and Lyso-IP Toolkit for Endolysosomal Profiling of Human Induced Neurons,Harper,10.1101/2024.09.24.614704,10.1073/pnas.2419079121,2024-10-25 00:00:00,2025-01-03 00:00:00,comp,biorxiv linked,1,,1.0,1,2550.0,Paid,W4405057593
Abnormal hyperactivity of specific striatal ensembles encodes distinct dyskinetic behaviors revealed by high-resolution clustering,Surmeier,10.1101/2024.09.06.611664,,2024-10-25 00:00:00,,comp,NA_not_yet_published,1,,1.0,,,,W4402342912
Segregated basal ganglia output pathways correspond to genetically divergent neuronal subclasses,Surmeier,10.1101/2024.08.28.610136,10.1016/j.celrep.2025.115454,2024-10-25 00:00:00,2025-03-28 00:00:00,comp,hub,1,,1.0,1,6201.67,Paid,W4408913560
